"name","tenure","party","race","gender","politicalexperience","district","appointed","propvote","cmtchair","partyleader","chambermed","newscore","year","upper","outdegree","indegree","state","limits","squire","majority","republican","democrat","nonwhite","female","ideodistchamber","nwomen","nleg","npoc","nmaj","propwomen","proppoc","propmaj","propmin","majp","maj","maj_sd","st","h_chamber_sd","s_chamber_sd","introlimit","partybal","h_dem_sd_avg","s_dem_sd_avg","h_rep_sd_avg","s_rep_sd_avg","house","h_rep_sd","s_rep_sd","h_dem_sd","s_dem_sd","hou_dem_median","hou_rep_median","sen_dem_median","sen_rep_median","h_rep_med","s_rep_med","h_dem_med","s_dem_med","sessionid","lower","yearshort","partycolors","yearlong"
"Rob Johnson",4,"R","white","male",1,"22",0,1,1,1,1.101,1.101,14,"U",0,1,"OK",1,0.23,1,1,0,0,0,0,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Clark Jolley",10,"R","white","male",0,"41",0,0.794028208,1,0,1.101,1.311,14,"U",15,5,"OK",1,0.23,1,1,0,0,0,0.21,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Ron Justice",10,"R","white","male",0,"23",0,1,1,0,1.101,1.069,14,"U",9,6,"OK",1,0.23,1,1,0,0,0,0.032,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Kyle Loveless",2,"R","white","male",0,"45",0,1,1,0,1.101,1.18,14,"U",4,9,"OK",1,0.23,1,1,0,0,0,0.079,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Bryce Marlatt",4,"R","white","male",0,"27",0,0.844612531,1,0,1.101,1.159,14,"U",8,8,"OK",1,0.23,1,1,0,0,0,0.058,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Michael Mazzei",10,"R","white","male",0,"25",0,1,1,0,1.101,1.383,14,"U",11,7,"OK",1,0.23,1,1,0,0,0,0.282,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Al McAffrey",3,"D","native","male",1,"46",0,0.682768,0,0,1.101,-0.407,14,"U",7,5,"OK",1,0.23,0,0,1,1,0,1.508,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Dan Newberry",6,"R","white","male",1,"37",0,1,1,0,1.101,1.352,14,"U",5,7,"OK",1,0.23,1,1,0,0,0,0.251,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Susan Paddack",10,"D","white","female",0,"13",0,0.758457246,0,0,1.101,0.227,14,"U",6,6,"OK",1,0.23,0,0,1,0,1,0.874,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Jim Reynolds",14,"R","white","male",1,"43",0,0.7068043,0,0,1.101,1.221,14,"U",0,1,"OK",1,0.23,1,1,0,0,0,0.12,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Mike Schulz",8,"R","white","male",0,"38",0,1,0,1,1.101,1.093,14,"U",5,3,"OK",1,0.23,1,1,0,0,0,0.008,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Ron Sharp",2,"R","white","male",0,"17",0,1,0,0,1.101,0.912,14,"U",4,6,"OK",1,0.23,1,1,0,0,0,0.189,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Wayne Shaw",2,"R","white","male",0,"3",0,0.542706858,0,0,1.101,1.144,14,"U",0,5,"OK",1,0.23,1,1,0,0,0,0.043,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Ralph Shortey",4,"R","white","male",0,"44",0,0.573374965,0,0,1.101,1.322,14,"U",23,22,"OK",1,0.23,1,1,0,0,0,0.221,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Jabar Shumate",2,"D","black","male",1,"11",0,0.759548654,0,0,1.101,0.065,14,"U",2,3,"OK",1,0.23,0,0,1,1,0,1.036,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Frank Simpson",4,"R","white","male",0,"14",0,0.626688479,1,0,1.101,1.171,14,"U",7,5,"OK",1,0.23,1,1,0,0,0,0.07,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"John Sparks",8,"D","native","male",1,"16",0,0.52621826,1,0,1.101,0.075,14,"U",2,11,"OK",1,0.23,0,0,1,1,0,1.026,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Rob Standridge",2,"R","white","male",1,"15",0,0.615427448,1,0,1.101,1.26,14,"U",6,7,"OK",1,0.23,1,1,0,0,0,0.159,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Gary Stanislawski",6,"R","white","male",1,"35",0,1,1,0,1.101,1.216,14,"U",7,5,"OK",1,0.23,1,1,0,0,0,0.115,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Anthony Sykes",8,"R","white","male",0,"24",0,1,1,0,1.101,1.678,14,"U",13,3,"OK",1,0.23,1,1,0,0,0,0.577,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Greg Treat",2,"R","white","male",0,"47",0,1,1,0,1.101,1.303,14,"U",9,3,"OK",1,0.23,1,1,0,0,0,0.202,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Charles Wyrick",10,"D","white","male",0,"1",0,1,0,0,1.101,-0.095,14,"U",5,1,"OK",1,0.23,0,0,1,0,0,1.196,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Mark Allen",6,"R","white","male",1,"4",0,0.571545124,1,0,1.108,1.457,16,"U",3,10,"OK",1,0.23,1,1,0,0,0,0.349,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Patrick Anderson",12,"R","white","male",0,"19",0,1,1,0,1.108,1.012,16,"U",4,1,"OK",1,0.23,1,1,0,0,0,0.096,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Don Barrington",12,"R","white","male",0,"31",0,0.677947926,1,0,1.108,0.97,16,"U",6,6,"OK",1,0.23,1,1,0,0,0,0.138,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Randy Bass",12,"D","white","male",1,"32",0,1,0,0,1.108,0.052,16,"U",2,1,"OK",1,0.23,0,0,1,0,0,1.056,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,FALSE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0,0,0.180159858,-0.094,1.205,-0.0145,1.173,0,0,0,-0.0145,"OKU16","U",16,"#0072B2",2016
"Stephanie Bice",2,"R","white","female",0,"22",0,1,1,0,1.108,1.053,16,"U",1,2,"OK",1,0.23,1,1,0,0,1,0.055,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Brian Bingman",10,"R","native","male",1,"12",0,1,0,1,1.108,1.066,16,"U",7,2,"OK",1,0.23,1,1,0,1,0,0.042,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Larry Boggs",4,"R","white","male",0,"7",0,0.53850235,1,0,1.108,1.178,16,"U",2,3,"OK",1,0.23,1,1,0,0,0,0.07,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Josh Brecheen",6,"R","white","male",0,"6",0,0.536023866,1,0,1.108,1.516,16,"U",8,6,"OK",1,0.23,1,1,0,0,0,0.408,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Rick Brinkley",6,"R","white","male",0,"34",0,1,1,0,1.108,1.216,16,"U",1,2,"OK",1,0.23,1,1,0,0,0,0.108,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Corey Brooks",4,"R","white","male",1,"43",0,0.706804346,1,0,1.108,1.081,16,"U",2,4,"OK",1,0.23,1,1,0,0,0,0.027,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Bill Brown",10,"R","white","male",0,"36",0,1,1,0,1.108,1.381,16,"U",0,1,"OK",1,0.23,1,1,0,0,0,0.273,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Brian Crain",12,"R","white","male",0,"39",0,0.569128561,1,0,1.108,1.104,16,"U",4,3,"OK",1,0.23,1,1,0,0,0,0.004,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Nathan Dahm",4,"R","white","male",0,"33",0,1,1,1,1.108,1.687,16,"U",6,4,"OK",1,0.23,1,1,0,0,0,0.579,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Kim David",6,"R","white","female",0,"18",0,0.686888798,0,1,1.108,1.209,16,"U",3,6,"OK",1,0.23,1,1,0,0,1,0.101,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"J.J. Dossett",0,"D","white","male",0,"34",0,1,0,0,1.108,-0.007,16,"U",2,5,"OK",1,0.23,0,0,1,0,0,1.115,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,FALSE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0,0,0.180159858,-0.094,1.205,-0.0145,1.173,0,0,0,-0.0145,"OKU16","U",16,"#0072B2",2016
"Eddie Fields",6,"R","white","male",1,"10",0,1,1,1,1.108,1.079,16,"U",3,10,"OK",1,0.23,1,1,0,0,0,0.029,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Kay Floyd",2,"D","white","female",1,"46",0,1,0,0,1.108,-0.247,16,"U",5,2,"OK",1,0.23,0,0,1,0,1,1.355,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,FALSE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0,0,0.180159858,-0.094,1.205,-0.0145,1.173,0,0,0,-0.0145,"OKU16","U",16,"#0072B2",2016
"John Ford",12,"R","white","male",0,"29",0,1,1,0,1.108,1.078,16,"U",9,3,"OK",1,0.23,1,1,0,0,0,0.03,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Jack Fry",2,"R","white","male",1,"42",0,0.603340543,1,0,1.108,1.178,16,"U",3,1,"OK",1,0.23,1,1,0,0,0,0.07,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Ann Griffin",4,"R","white","female",1,"20",0,1,1,0,1.108,1.101,16,"U",10,4,"OK",1,0.23,1,1,0,0,1,0.007,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Jim Halligan",8,"R","white","male",0,"21",0,1,0,0,1.108,1.031,16,"U",3,3,"OK",1,0.23,1,1,0,0,0,0.077,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"David Holt",6,"R","native","male",1,"30",0,1,0,0,1.108,1.125,16,"U",6,3,"OK",1,0.23,1,1,0,1,0,0.017,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Darcy Jech",2,"R","white","male",0,"26",0,0.568643239,1,0,1.108,1.085,16,"U",0,5,"OK",1,0.23,1,1,0,0,0,0.023,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Clark Jolley",12,"R","white","male",0,"41",0,0.794028208,1,0,1.108,1.311,16,"U",16,4,"OK",1,0.23,1,1,0,0,0,0.203,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Ron Justice",12,"R","white","male",0,"23",0,1,1,1,1.108,1.069,16,"U",2,3,"OK",1,0.23,1,1,0,0,0,0.039,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Kyle Loveless",4,"R","white","male",0,"45",0,1,0,0,1.108,1.18,16,"U",8,8,"OK",1,0.23,1,1,0,0,0,0.072,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Bryce Marlatt",6,"R","white","male",0,"27",0,0.844612531,1,0,1.108,1.159,16,"U",7,3,"OK",1,0.23,1,1,0,0,0,0.051,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Kevin Matthews",2,"D","black","male",1,"11",0,0.7595487,0,0,1.108,-0.318,16,"U",1,3,"OK",1,0.23,0,0,1,1,0,1.426,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,FALSE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0,0,0.180159858,-0.094,1.205,-0.0145,1.173,0,0,0,-0.0145,"OKU16","U",16,"#0072B2",2016
"Michael Mazzei",12,"R","white","male",0,"25",0,1,1,0,1.108,1.383,16,"U",10,12,"OK",1,0.23,1,1,0,0,0,0.275,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Dan Newberry",8,"R","white","male",1,"37",0,1,1,0,1.108,1.352,16,"U",8,4,"OK",1,0.23,1,1,0,0,0,0.244,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Susan Paddack",12,"D","white","female",0,"13",0,0.758457246,0,0,1.108,0.227,16,"U",4,4,"OK",1,0.23,0,0,1,0,1,0.881,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,FALSE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0,0,0.180159858,-0.094,1.205,-0.0145,1.173,0,0,0,-0.0145,"OKU16","U",16,"#0072B2",2016
"Anastasia Pittman",2,"D","native","female",1,"48",0,0.830120552,0,1,1.108,-0.142,16,"U",2,33,"OK",1,0.23,0,0,1,1,1,1.25,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,FALSE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0,0,0.180159858,-0.094,1.205,-0.0145,1.173,0,0,0,-0.0145,"OKU16","U",16,"#0072B2",2016
"Marty Quinn",2,"R","white","male",1,"2",0,1,0,0,1.108,1.247,16,"U",5,3,"OK",1,0.23,1,1,0,0,0,0.139,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Mike Schulz",10,"R","white","male",0,"38",0,1,0,1,1.108,1.093,16,"U",3,2,"OK",1,0.23,1,1,0,0,0,0.015,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Ron Sharp",4,"R","white","male",0,"17",0,1,1,0,1.108,0.912,16,"U",9,15,"OK",1,0.23,1,1,0,0,0,0.196,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Wayne Shaw",4,"R","white","male",0,"3",0,0.542706858,0,0,1.108,1.144,16,"U",2,4,"OK",1,0.23,1,1,0,0,0,0.036,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
"Ralph Shortey",6,"R","white","male",0,"44",0,0.51688609,0,0,1.108,1.322,16,"U",7,7,"OK",1,0.23,1,1,0,0,0,0.214,6,47,6,40,0.127659574,0.127659574,0.85106383,0.14893617,TRUE,"R",0.185803059,"ok",0.625492391,0.522965014,0,0.70212766,0.207835376,0.180159858,0.097427189,0.184611112,0,0,0.184611112,0,0,-0.094,1.205,-0.0145,1.173,0,1.173,0,0,"OKU16","U",16,"#D55E00",2016
